小区名称,户型,面积(㎡),详情链接,成交日期,成交总价(万),成交单价(元/平),朝向,装修,楼层信息,建成年代,房屋结构,挂牌价(万),成交周期(天)
"三泉前进公寓","3室2厅","94.47","https://sh.ke.com/chengjiao/107112882947.html","2025.06.30","430","45518","南","简装","中楼层(共6层)","1995","板楼","446","48"
"保德路1010弄","1室1厅","44.88","https://sh.ke.com/chengjiao/107113245540.html","2025.06.30","165","36765","南 北","简装","中楼层(共5层)","1992","板楼","180","11"
"共康四村","2室1厅","62.78","https://sh.ke.com/chengjiao/107112815044.html","2025.06.29","234","37274","南","精装","中楼层(共6层)","1995","板楼","249","54"
"景凤小区","1室1厅","44.94","https://sh.ke.com/chengjiao/107113146745.html","2025.06.29","160","35604","南","简装","低楼层(共6层)","1994","板楼","165","20"
"彭新小区","1室1厅","29.47","https://sh.ke.com/chengjiao/107112952906.html","2025.06.28","132","44792","南","精装","中楼层(共6层)","1984","板楼","132","39"
"场中路2401弄","1室0厅","40.11","https://sh.ke.com/chengjiao/107112710141.html","2025.06.26","156.5","39018","南","简装","低楼层(共6层)","1986","板楼","159","63"
"平保小区","1室1厅","42.79","https://sh.ke.com/chengjiao/107110071297.html","2025.06.26","152","35523","南","简装","低楼层(共6层)","1990","板楼","165","368"
"岭南路100弄","1室1厅","37.03","https://sh.ke.com/chengjiao/107112971601.html","2025.06.24","140","37808","南","简装","低楼层(共6层)","1988","板楼","142","33"
"彭五小区","2室1厅","51.73","https://sh.ke.com/chengjiao/107112378077.html","2025.06.23","191.6","37039","南 北","简装","高楼层(共6层)","1981","板楼","215","94"
"平顺路825弄","1室1厅","40.71","https://sh.ke.com/chengjiao/107113043163.html","2025.06.23","158","38812","南","精装","低楼层(共6层)","1993","板楼","169","24"
"三泉家园","3室2厅","135.13","https://sh.ke.com/chengjiao/107109150930.html","2025.06.22","695","51432","南 北","精装","中楼层(共11层)","2003","板楼","750","477"
"三泉家园","5室2厅","185.78","https://sh.ke.com/chengjiao/107110102840.html","2025.06.22","682","36711","南","精装","高楼层(共6层)","2003","板楼","820","360"
"保德路1120弄","2室1厅","53.94","https://sh.ke.com/chengjiao/107112488523.html","2025.06.22","211.8","39266","南","简装","中楼层(共6层)","1992","板楼","223","82"
"保德路425弄","2室1厅","53.65","https://sh.ke.com/chengjiao/107112090150.html","2025.06.21","193","35974","南","简装","高楼层(共6层)","1989","板楼","215","119"
"三泉路424弄","1室1厅","43.41","https://sh.ke.com/chengjiao/107111934969.html","2025.06.21","158","36398","南 北","简装","高楼层(共6层)","1992","板楼","170","133"
"闻喜小区","1室1厅","34.72","https://sh.ke.com/chengjiao/107112842531.html","2025.06.21","138","39747","南","简装","高楼层(共6层)","1985","板楼","149.8","43"
"临汾花园","2室1厅","68.51","https://sh.ke.com/chengjiao/107112797052.html","2025.06.19","345","50358","南","精装","中楼层(共6层)","1997","板楼","368","46"
"彭顺小区","2室1厅","46.08","https://sh.ke.com/chengjiao/107112357959.html","2025.06.19","203","44054","南","精装","中楼层(共5层)","1977","板楼","208","92"
"曲沃路35弄","2室1厅","50.78","https://sh.ke.com/chengjiao/107113036788.html","2025.06.18","200","39386","南 北","精装","中楼层(共6层)","1994","板楼","219","21"
"平顺小区","1室1厅","42.07","https://sh.ke.com/chengjiao/107111700419.html","2025.06.17","159.6","37937","南","简装","中楼层(共6层)","1985","板楼","178","173"
"昌林公寓","1室1厅","48.46","https://sh.ke.com/chengjiao/107113075352.html","2025.06.17","145","29922","南","简装","低楼层(共6层)","1996","板楼","153","15"
"保德公寓","1室1厅","40.22","https://sh.ke.com/chengjiao/107112596461.html","2025.06.15","143","35555","南","简装","高楼层(共6层)","1997","板楼","158","64"
"岭南路100弄","2室1厅","74.17","https://sh.ke.com/chengjiao/107113194613.html","2025.06.15","","","南","其他","中楼层(共6层)","1996","板楼","N/A","N/A"
"和源名城","1室1厅","56.77","https://sh.ke.com/chengjiao/107112656173.html","2025.06.14","240","42276","南 西 北","简装","中楼层(共35层)","2014","板楼","252","57"
"保德公寓","1室1厅","48.75","https://sh.ke.com/chengjiao/107109357410.html","2025.06.14","171","35077","南","简装","中楼层(共6层)","1997","板楼","178","445"
"里昂公寓","2室2厅","76.49","https://sh.ke.com/chengjiao/107112404518.html","2025.06.13","301","39352","南","精装","低楼层(共6层)","1999","板楼","339","82"
"三泉前进公寓","2室1厅","50.94","https://sh.ke.com/chengjiao/107112291496.html","2025.06.13","167.5","32882","南","简装","高楼层(共6层)","1995","板楼","172","92"
"共康四村","2室1厅","48.64","https://sh.ke.com/chengjiao/107112511285.html","2025.06.11","168","34540","南","毛坯","中楼层(共6层)","1995","板楼","178","68"
"泉灵小区","1室1厅","42.73","https://sh.ke.com/chengjiao/107111689871.html","2025.06.10","126.3","29558","南","简装","高楼层(共6层)","1993","板楼","140","167"
"彭顺小区","2室1厅","52.11","https://sh.ke.com/chengjiao/107112027427.html","2025.06.09","167","32048","南","简装","高楼层(共6层)","1983","板楼","189","113"
"汾西小区","1室1厅","34.76","https://sh.ke.com/chengjiao/107113090961.html","2025.06.09","136","39126","南","精装","低楼层(共4层)","1992","板楼","148","5"
"共康四村","2室2厅","64.71","https://sh.ke.com/chengjiao/107112992709.html","2025.06.09","250","38634","南","简装","高楼层(共6层)","1995","板楼","265","16"
"三泉前进公寓","3室2厅","94.54","https://sh.ke.com/chengjiao/107113114670.html","2025.06.08","378","39984","南","精装","高楼层(共6层)","1998","板楼","410","2"
"彭豪公寓","2室1厅","64.21","https://sh.ke.com/chengjiao/107109707257.html","2025.06.07","280","43607","南","精装","中楼层(共6层)","1997","板楼","305","393"
"阳景小区","2室0厅","46.07","https://sh.ke.com/chengjiao/107112990214.html","2025.06.06","150.6","32690","南 北","简装","高楼层(共6层)","1989","板楼","153","12"
"阳曲小区","2室2厅","73.17","https://sh.ke.com/chengjiao/107112606837.html","2025.06.05","270","36901","东南 南","精装","中楼层(共14层)","1990","塔楼","290","53"
"共康四村","2室1厅","57.6","https://sh.ke.com/chengjiao/107112526499.html","2025.06.03","225","39063","南","精装","中楼层(共6层)","1995","板楼","250","59"
"泉灵小区","2室1厅","57.93","https://sh.ke.com/chengjiao/107112724512.html","2025.06.03","227.3","39238","东南","简装","中楼层(共6层)","1993","板楼","245","39"
"临汾路1564弄","2室1厅","55.33","https://sh.ke.com/chengjiao/107112962028.html","2025.06.02","214","38678","南","简装","中楼层(共6层)","1995","板楼","218","12"
"保德路425弄","2室1厅","59.17","https://sh.ke.com/chengjiao/107112760168.html","2025.06.02","233","39379","南","简装","高楼层(共6层)","1988","板楼","238","34"
"岭南路270弄","2室1厅","62.34","https://sh.ke.com/chengjiao/107113065302.html","2025.06.02","","","南","其他","中楼层(共5层)","1983","板楼","N/A","N/A"
"场中路2471弄","1室1厅","42.8","https://sh.ke.com/chengjiao/107112624645.html","2025.06.01","156","36449","南","简装","高楼层(共6层)","1991","板楼","159.9","47"
"恒安小区","1室1厅","42.56","https://sh.ke.com/chengjiao/107112300014.html","2025.06.01","152","35715","南","精装","高楼层(共6层)","1989","板楼","165","80"
"银都一村","1室1厅","37.47","https://sh.ke.com/chengjiao/107111016569.html","2025.05.31","130.5","34828","南","毛坯","低楼层(共6层)","1995","板楼","138","234"
"彭五小区","1室1厅","29.78","https://sh.ke.com/chengjiao/107112472140.html","2025.05.31","113.5","38113","南","简装","中楼层(共5层)","1973","板楼","118","62"
"星保花苑","2室1厅","63.3","https://sh.ke.com/chengjiao/107112740209.html","2025.05.31","241","38073","南 北","简装","高楼层(共13层)","1993","板楼","255","33"
"和源名城","1室1厅","47.67","https://sh.ke.com/chengjiao/107112154131.html","2025.05.30","187.5","39333","南","精装","中楼层(共34层)","2014","板楼","193","91"
"平顺路825弄","2室1厅","61.46","https://sh.ke.com/chengjiao/107112992794.html","2025.05.30","228","37098","南","简装","低楼层(共13层)","1994","塔楼","230","5"
"康悦亚洲花园","1室1厅","27.97","https://sh.ke.com/chengjiao/107113004951.html","2025.05.27","47","16804","南","其他","低楼层(共14层)","2009","板楼","50","2"
"鹏程宝都","3室2厅","123.39","https://sh.ke.com/chengjiao/107111691032.html","2025.05.27","490","39712","南","简装","中楼层(共14层)","1998","塔楼","510","153"
"星纪花苑","2室2厅","73.92","https://sh.ke.com/chengjiao/107111772151.html","2025.05.26","291","39367","南","简装","中楼层(共15层)","1996","塔楼","310","142"
"保德公寓","1室1厅","40.02","https://sh.ke.com/chengjiao/107111084120.html","2025.05.25","161.5","40355","南 西 北","简装","中楼层(共6层)","1997","板楼","169","223"
"和源名城","2室1厅","80.29","https://sh.ke.com/chengjiao/107112908785.html","2025.05.25","377","46955","南","精装","中楼层(共34层)","2011","板楼","388","10"
"共和新路4605弄","2室1厅","75.48","https://sh.ke.com/chengjiao/107112679963.html","2025.05.25","318","42131","南","简装","高楼层(共13层)","1994","塔楼","347","34"
"场中路2401弄","1室1厅","37.96","https://sh.ke.com/chengjiao/107112589845.html","2025.05.25","136","35828","南","精装","高楼层(共6层)","1986","板楼","139","44"
"彭五小区","1室1厅","39.98","https://sh.ke.com/chengjiao/107112596940.html","2025.05.24","165","41271","南","精装","中楼层(共5层)","1979","板楼","169","42"
"曲沃小区","2室1厅","54.57","https://sh.ke.com/chengjiao/107110173435.html","2025.05.23","252","46180","南","简装","中楼层(共6层)","1997","板楼","268","321"
"彭三小区","1室1厅","43.61","https://sh.ke.com/chengjiao/107110705466.html","2025.05.22","200","45862","南","简装","中楼层(共7层)","2010","板楼","230","263"
"场中路3308弄","1室1厅","42.32","https://sh.ke.com/chengjiao/107111276089.html","2025.05.22","138","32609","南","精装","高楼层(共6层)","1991","板楼","149","197"
"绿泉公寓","3室2厅","116.79","https://sh.ke.com/chengjiao/107112280005.html","2025.05.19","608","52060","南","简装","高楼层(共6层)","2001","板楼","630","69"
"临汾花园","2室1厅","65.19","https://sh.ke.com/chengjiao/107112615826.html","2025.05.18","337.5","51772","南","简装","低楼层(共6层)","1997","板楼","343","33"
"临汾路1564弄","1室1厅","36.36","https://sh.ke.com/chengjiao/107112850491.html","2025.05.18","135.5","37267","南","精装","中楼层(共6层)","1995","板楼","140","8"
"银都一村","1室0厅","32.64","https://sh.ke.com/chengjiao/107111397553.html","2025.05.17","118","36152","南","简装","中楼层(共6层)","1995","板楼","128","177"
"驰骋新苑","1室1厅","35.7","https://sh.ke.com/chengjiao/107112538544.html","2025.05.16","133","37255","南","简装","中楼层(共6层)","1995","板楼","137","40"
"康平小区","2室1厅","58.93","https://sh.ke.com/chengjiao/107110167557.html","2025.05.15","240","40727","北","简装","中楼层(共14层)","1987","板楼","247","314"
"阳景小区","2室0厅","41.6","https://sh.ke.com/chengjiao/107112473217.html","2025.05.14","152","36539","南","简装","低楼层(共6层)","1993","板楼","155","45"
"阳曲小区","2室1厅","55.44","https://sh.ke.com/chengjiao/107112778190.html","2025.05.13","249","44914","南","精装","低楼层(共6层)","1987","板楼","265","11"
"场中路2471弄","2室0厅","47.16","https://sh.ke.com/chengjiao/107112856436.html","2025.05.12","210","44530","南","简装","高楼层(共6层)","1990","板楼","210","2"
"闻喜路1110弄","2室1厅","51.5","https://sh.ke.com/chengjiao/107112076631.html","2025.05.11","175","33981","南","简装","高楼层(共6层)","1987","板楼","198","79"
"彭豪公寓","2室1厅","57.95","https://sh.ke.com/chengjiao/107107158697.html","2025.05.11","179","30889","南","简装","高楼层(共6层)","1997","板楼","185","723"
"场中路2601弄","1室1厅","43.82","https://sh.ke.com/chengjiao/107110882755.html","2025.05.10","145","33090","南","简装","高楼层(共6层)","1994","板楼","159","230"
"闻喜路1110弄","2室1厅","57.93","https://sh.ke.com/chengjiao/107112607694.html","2025.05.10","212.8","36734","南","简装","高楼层(共6层)","1993","板楼","238","27"
"三泉路424弄","1室1厅","42.97","https://sh.ke.com/chengjiao/107111381457.html","2025.05.09","137","31883","南","精装","高楼层(共6层)","1992","板楼","160","171"
"共康四村","1室1厅","37.23","https://sh.ke.com/chengjiao/107112784423.html","2025.05.05","142","38142","南","精装","中楼层(共6层)","1995","板楼","150","2"
"三泉前进公寓","1室1厅","49.45","https://sh.ke.com/chengjiao/107112784049.html","2025.05.05","200","40445","南","简装","中楼层(共6层)","1996","板楼","220","2"
"和新小区","1室0厅","27.4","https://sh.ke.com/chengjiao/107112611693.html","2025.05.05","117.5","42884","南","精装","高楼层(共5层)","1975","板楼","125","21"
"平保小区","2室1厅","65.84","https://sh.ke.com/chengjiao/107112322229.html","2025.04.30","255","38731","南","精装","高楼层(共6层)","1990","板楼","278","45"
"彭五小区","1室1厅","32.63","https://sh.ke.com/chengjiao/107112571797.html","2025.04.29","129.6","39719","南","简装","中楼层(共6层)","1978","板楼","133","19"
"平保小区","1室1厅","40.31","https://sh.ke.com/chengjiao/107112265513.html","2025.04.28","166","41181","南","简装","低楼层(共6层)","1993","板楼","173","49"
"康泉小区","2室1厅","46.74","https://sh.ke.com/chengjiao/107112684701.html","2025.04.27","178","38084","南 北","精装","高楼层(共6层)","1993","板楼","188","5"
"共康四村","2室1厅","58.01","https://sh.ke.com/chengjiao/107110862497.html","2025.04.27","231","39821","南","简装","高楼层(共6层)","1995","板楼","248","219"
"康悦亚洲花园","2室2厅","114.74","https://sh.ke.com/chengjiao/107107983218.html","2025.04.27","703","61269","南 北","精装","中楼层(共14层)","2006","板楼","738","598"
"临汾花园","2室1厅","68.11","https://sh.ke.com/chengjiao/107111929341.html","2025.04.26","322.5","47350","南 北","精装","高楼层(共6层)","1997","板楼","339","77"
"彭五小区","1室0厅","28.4","https://sh.ke.com/chengjiao/107111814900.html","2025.04.25","111.7","39324","南","简装","高楼层(共5层)","1973","板楼","125","104"
"彭五小区","1室1厅","43.04","https://sh.ke.com/chengjiao/107110717547.html","2025.04.23","170","39499","南","精装","低楼层(共5层)","1981","板楼","179","232"
"共康四村","1室1厅","50.11","https://sh.ke.com/chengjiao/107112247162.html","2025.04.21","191.4","38196","南","精装","高楼层(共6层)","1995","板楼","199","44"
"临汾路1564弄","2室1厅","60.15","https://sh.ke.com/chengjiao/107108834964.html","2025.04.20","280","46551","南","精装","中楼层(共6层)","1995","板楼","299","475"
"闻喜路1223弄","2室1厅","53.23","https://sh.ke.com/chengjiao/107112508792.html","2025.04.20","230","43209","南","简装","中楼层(共6层)","1991","板楼","240","17"
"共康四村","1室1厅","34.86","https://sh.ke.com/chengjiao/107112095919.html","2025.04.20","150","43030","南","毛坯","低楼层(共6层)","1995","板楼","160","56"
"和源名城","2室1厅","71.56","https://sh.ke.com/chengjiao/107112511247.html","2025.04.20","386","53941","南","精装","低楼层(共33层)","2011","板楼","415","17"
"临汾名城南区(临汾路80弄/87弄)","3室2厅","128.81","https://sh.ke.com/chengjiao/107110686907.html","2025.04.20","790","61331","南","精装","高楼层(共6层)","2004","板楼","871","232"
"临汾路1564弄","2室1厅","57.55","https://sh.ke.com/chengjiao/107111507325.html","2025.04.19","238","41356","南 北","简装","高楼层(共6层)","1995","板楼","255","137"
"平顺小区","1室0厅","27.66","https://sh.ke.com/chengjiao/107112383997.html","2025.04.19","126","45554","南","精装","中楼层(共6层)","1985","板楼","135","28"
"平顺小区","2室1厅","43.37","https://sh.ke.com/chengjiao/107112283333.html","2025.04.18","192","44271","南","毛坯","低楼层(共6层)","1986","板楼","208","37"
"彭新小区","1室1厅","42.39","https://sh.ke.com/chengjiao/107111646262.html","2025.04.17","162.5","38335","南","简装","高楼层(共6层)","1984","板楼","168","118"
"保德路425弄","1室0厅","30.36","https://sh.ke.com/chengjiao/107112355566.html","2025.04.17","114.2","37616","南","简装","中楼层(共6层)","1987","板楼","118","29"
"阳曲路650弄","2室1厅","53.56","https://sh.ke.com/chengjiao/107112550035.html","2025.04.17","205","38275","南","简装","中楼层(共6层)","1994","板楼","210","9"
"阳景小区","1室0厅","33.17","https://sh.ke.com/chengjiao/107112425358.html","2025.04.16","125","37685","南","精装","高楼层(共6层)","1993","板楼","130","22"
"阳曲路391弄","2室1厅","53.44","https://sh.ke.com/chengjiao/107111790723.html","2025.04.14","226","42291","南","简装","高楼层(共6层)","1988","板楼","232","97"
"岭南路700弄","1室1厅","55.06","https://sh.ke.com/chengjiao/107112605339.html","2025.04.14","","","南","其他","高楼层(共6层)","1995","板楼","N/A","N/A"
"临汾路1515弄","2室1厅","52.9","https://sh.ke.com/chengjiao/107112350878.html","2025.04.13","185","34972","南","简装","高楼层(共6层)","1995","板塔结合","206.5","26"
"康平小区","1室1厅","34.93","https://sh.ke.com/chengjiao/107112526941.html","2025.04.13","147","42085","南","毛坯","中楼层(共6层)","1986","板楼","150","8"
"三泉路424弄","1室1厅","43.29","https://sh.ke.com/chengjiao/107112376972.html","2025.04.13","187","43198","南","简装","中楼层(共6层)","1992","板楼","200","23"
"共和新路4699弄","2室1厅","56.68","https://sh.ke.com/chengjiao/107111663895.html","2025.04.13","224","39521","南 北","精装","中楼层(共6层)","1996","板楼","245","112"
"三泉路424弄","1室1厅","45.02","https://sh.ke.com/chengjiao/107112510076.html","2025.04.12","142.5","31653","南","简装","高楼层(共6层)","1992","板楼","160","9"
"怡丰公寓","2室1厅","101.5","https://sh.ke.com/chengjiao/107112361401.html","2025.04.12","476","46897","南","精装","高楼层(共6层)","1999","板楼","498","24"
"保德路1010弄","1室1厅","34.68","https://sh.ke.com/chengjiao/107112192049.html","2025.04.12","118.7","34228","南","简装","高楼层(共5层)","1992","板楼","128","39"
"三泉家园","3室2厅","116.84","https://sh.ke.com/chengjiao/107111123163.html","2025.04.12","610","52209","南 北","简装","中楼层(共11层)","2001","板楼","635","175"
"临汾路1564弄","1室1厅","36.36","https://sh.ke.com/chengjiao/107112502041.html","2025.04.11","111","30529","南","毛坯","高楼层(共6层)","1995","板楼","120","9"
"共康四村","2室1厅","58.41","https://sh.ke.com/chengjiao/107112520720.html","2025.04.11","214","36638","南","简装","中楼层(共6层)","1995","板楼","235","7"
"岭南路700弄","2室1厅","48.39","https://sh.ke.com/chengjiao/107112491889.html","2025.04.10","213","44018","南 北","精装","高楼层(共6层)","1994","板楼","220","9"
"共康四村","1室1厅","37.23","https://sh.ke.com/chengjiao/107112467086.html","2025.04.10","143","38410","南","简装","高楼层(共6层)","1995","板楼","148","12"
"共康四村","1室1厅","37.04","https://sh.ke.com/chengjiao/107110842829.html","2025.04.09","137","36988","南","精装","中楼层(共6层)","1995","板楼","145","203"
"闻喜小区","2室0厅","55.61","https://sh.ke.com/chengjiao/107112541781.html","2025.04.07","199","35785","南","其他","高楼层(共6层)","1985","板楼","210","1"
"岭南路100弄","1室0厅","37.03","https://sh.ke.com/chengjiao/107111073993.html","2025.04.07","138","37268","南","精装","高楼层(共6层)","1988","板楼","148","176"
"临汾路1515弄","2室1厅","59.23","https://sh.ke.com/chengjiao/107111934432.html","2025.04.07","192.5","32501","南","简装","高楼层(共6层)","1995","板塔结合","205","57"
"彭三小区","1室1厅","54.99","https://sh.ke.com/chengjiao/107112160889.html","2025.04.06","255","46373","南","精装","中楼层(共18层)","2023","N/A","270","37"
"新汾小区","1室0厅","34.23","https://sh.ke.com/chengjiao/107112239666.html","2025.04.06","131.2","38329","南","精装","低楼层(共6层)","1991","板楼","145","29"
"共康三村","1室1厅","43.09","https://sh.ke.com/chengjiao/107110660926.html","2025.04.06","167","38757","南","精装","高楼层(共6层)","1995","板楼","184","221"
"场中小区","1室1厅","52.07","https://sh.ke.com/chengjiao/107112521114.html","2025.04.06","238","45708","东南 南","精装","高楼层(共7层)","1995","板楼","259","2"
"场中路2601弄","2室1厅","53.85","https://sh.ke.com/chengjiao/107111942798.html","2025.04.06","183","33984","南 北","简装","高楼层(共6层)","1996","板楼","195","56"
"临汾路1105弄","1室0厅","38.02","https://sh.ke.com/chengjiao/107111534510.html","2025.04.06","156","41032","南","简装","中楼层(共6层)","1987","板楼","165","120"
"临汾路1244弄","2室1厅","70.6","https://sh.ke.com/chengjiao/107112251154.html","2025.04.05","353","50001","南 北","精装","中楼层(共6层)","1995","板楼","378","27"
"岭南小区","2室1厅","52.58","https://sh.ke.com/chengjiao/107112163687.html","2025.04.05","182","34614","南","简装","高楼层(共6层)","1988","板楼","189","35"
"临汾路1244弄","2室1厅","68.39","https://sh.ke.com/chengjiao/107111825655.html","2025.04.04","343","50154","南 北","简装","低楼层(共6层)","1995","板楼","378","82"
"平保小区","1室1厅","35.44","https://sh.ke.com/chengjiao/107111601088.html","2025.04.03","122","34425","南","精装","高楼层(共6层)","1993","板楼","129","109"
"保德公寓","1室1厅","45.4","https://sh.ke.com/chengjiao/107111227520.html","2025.04.02","186","40970","南","精装","低楼层(共6层)","1997","板楼","190","152"
"保德路425弄","2室1厅","58.46","https://sh.ke.com/chengjiao/107110778644.html","2025.04.01","256","43791","南 北","精装","中楼层(共6层)","1989","板楼","275","203"
"星纪花苑","2室1厅","73.92","https://sh.ke.com/chengjiao/107111436199.html","2025.03.31","303","40991","南","简装","低楼层(共15层)","1996","塔楼","318","126"
"保平小区","2室1厅","54.59","https://sh.ke.com/chengjiao/107111525331.html","2025.03.31","246","45064","南 北","精装","低楼层(共6层)","1991","板楼","265","116"
"彭三小区","1室1厅","36.38","https://sh.ke.com/chengjiao/107111123814.html","2025.03.31","170.5","46867","南","简装","中楼层(共7层)","2010","板楼","178","162"
"驰骋新苑","1室1厅","48.23","https://sh.ke.com/chengjiao/107112215920.html","2025.03.30","188.5","39084","南","精装","低楼层(共6层)","1995","板楼","208","25"
"闻喜小区","2室0厅","41.23","https://sh.ke.com/chengjiao/107109847421.html","2025.03.30","178","43173","南 北","简装","低楼层(共6层)","1985","板楼","208","306"
"保德路1213弄","3室1厅","77.83","https://sh.ke.com/chengjiao/107109062600.html","2025.03.30","370","47540","南 北","精装","高楼层(共6层)","1996","板楼","390","403"
"岭南小区","2室1厅","56.07","https://sh.ke.com/chengjiao/107112185731.html","2025.03.29","243.5","43428","南","精装","中楼层(共6层)","1988","板楼","260","27"
"彭豪公寓","2室1厅","71.61","https://sh.ke.com/chengjiao/107111496902.html","2025.03.29","292","40777","南","精装","高楼层(共6层)","1996","板楼","305","117"
"场中路2471弄","1室1厅","42.8","https://sh.ke.com/chengjiao/107112429871.html","2025.03.29","142","33178","南","精装","高楼层(共6层)","1991","板楼","148","3"
"临汾路1244弄","3室1厅","69.27","https://sh.ke.com/chengjiao/107112049261.html","2025.03.28","383.8","55407","南","简装","低楼层(共6层)","1995","板楼","385","37"
"康平小区","1室0厅","30.43","https://sh.ke.com/chengjiao/107111634569.html","2025.03.27","136.5","44858","南","精装","中楼层(共6层)","1986","板楼","148","99"
"康平小区","1室1厅","30.25","https://sh.ke.com/chengjiao/107111066465.html","2025.03.26","126","41653","南","简装","高楼层(共6层)","1987","板楼","128","165"
"共康三村","2室1厅","53.16","https://sh.ke.com/chengjiao/107111078464.html","2025.03.26","252.5","47499","南","简装","低楼层(共6层)","1995","板楼","255","163"
"共康四村","1室1厅","34.82","https://sh.ke.com/chengjiao/107112271423.html","2025.03.26","151.5","43510","南","简装","低楼层(共6层)","1995","板楼","159","15"
"康平小区","1室0厅","36.86","https://sh.ke.com/chengjiao/107110460157.html","2025.03.24","143","38796","南","简装","低楼层(共6层)","1986","板楼","150","228"
"星保花苑","2室1厅","61.79","https://sh.ke.com/chengjiao/107111529599.html","2025.03.24","230","37223","南","简装","低楼层(共13层)","1993","板楼","245","108"
"共康四村","2室1厅","65.5","https://sh.ke.com/chengjiao/107111612532.html","2025.03.22","258","39390","南","精装","高楼层(共6层)","1995","板楼","280","97"
"阳景小区","2室0厅","46.07","https://sh.ke.com/chengjiao/107112369426.html","2025.03.22","182.9","39697","南","精装","中楼层(共6层)","1989","板楼","195","2"
"泉灵小区","2室1厅","59.81","https://sh.ke.com/chengjiao/107112089688.html","2025.03.22","233","38957","南","简装","高楼层(共6层)","1994","板楼","245","27"
"彭三小区","2室0厅","47.24","https://sh.ke.com/chengjiao/107111600090.html","2025.03.21","218.8","46317","南 北","简装","低楼层(共6层)","1980","板楼","228","96"
"和源名城","1室2厅","56.82","https://sh.ke.com/chengjiao/107110061529.html","2025.03.19","225","39599","南","简装","低楼层(共34层)","2011","板楼","255","270"
"彭三小区","1室1厅","44.39","https://sh.ke.com/chengjiao/107111007585.html","2025.03.19","210","47308","南","精装","中楼层(共18层)","2023","板楼","221","161"
"和源名城","1室1厅","51.29","https://sh.ke.com/chengjiao/107112089368.html","2025.03.18","275","53617","南","精装","中楼层(共33层)","2011","板楼","295","24"
"平保小区","1室1厅","35.89","https://sh.ke.com/chengjiao/107111515688.html","2025.03.18","129","35944","南","简装","低楼层(共6层)","1993","板楼","135","104"
"阳曲小区","1室1厅","44.3","https://sh.ke.com/chengjiao/107111912328.html","2025.03.17","168","37924","南","简装","低楼层(共6层)","1987","板楼","178","38"
"共康三村","2室1厅","60.47","https://sh.ke.com/chengjiao/107112126285.html","2025.03.16","239.5","39607","南","精装","高楼层(共6层)","1995","板楼","255","18"
"康悦亚洲花园","2室2厅","117.06","https://sh.ke.com/chengjiao/107111976532.html","2025.03.16","763.9","65258","南","精装","中楼层(共14层)","2009","板楼","780","31"
"彭新小区","1室1厅","34.36","https://sh.ke.com/chengjiao/107111565348.html","2025.03.15","172.8","50292","南","精装","中楼层(共6层)","1984","板楼","182","94"
"星保花苑","2室1厅","77.88","https://sh.ke.com/chengjiao/107111943991.html","2025.03.13","269","34541","南","简装","低楼层(共13层)","1994","塔楼","290","32"
"平保小区","1室1厅","34.09","https://sh.ke.com/chengjiao/107112136060.html","2025.03.12","166","48695","南","精装","低楼层(共6层)","1993","板楼","175","14"
"彭顺小区","1室1厅","49.18","https://sh.ke.com/chengjiao/107112151046.html","2025.03.12","157.4","32005","南","精装","高楼层(共6层)","1994","板楼","165","11"
"保德公寓","2室2厅","79.35","https://sh.ke.com/chengjiao/107112242631.html","2025.03.11","342","43101","南 北","简装","中楼层(共6层)","1996","板楼","350","3"
"彭新小区","1室1厅","45.38","https://sh.ke.com/chengjiao/107111745818.html","2025.03.10","165","36360","南","简装","低楼层(共10层)","1986","板楼","165","67"
"共康四村","1室1厅","37.23","https://sh.ke.com/chengjiao/107111983459.html","2025.03.09","161.2","43299","南","精装","中楼层(共6层)","1995","板楼","168.9","24"
"芳苑小区","2室1厅","68.88","https://sh.ke.com/chengjiao/107111444976.html","2025.03.09","318.2","46197","南","简装","中楼层(共12层)","1996","塔楼","339","103"
"三泉路332弄","2室1厅","62.85","https://sh.ke.com/chengjiao/107111974102.html","2025.03.09","273.6","43533","南","简装","高楼层(共6层)","1991","板楼","285","25"
"泉灵小区","2室1厅","48.43","https://sh.ke.com/chengjiao/107112051532.html","2025.03.09","205","42330","南","简装","低楼层(共6层)","1993","板楼","220","18"
"兴泉小区","2室1厅","70.68","https://sh.ke.com/chengjiao/107112196899.html","2025.03.09","270","38201","南","简装","低楼层(共6层)","1996","板楼","270","5"
"彭顺小区","1室1厅","42.57","https://sh.ke.com/chengjiao/107111123497.html","2025.03.09","192","45103","南 北","精装","中楼层(共6层)","1977","板楼","199","141"
"和源名城","2室1厅","72.88","https://sh.ke.com/chengjiao/107111523568.html","2025.03.08","366","50220","南 北","毛坯","低楼层(共31层)","2011","板楼","380","93"
"岭南路270弄","1室0厅","33.58","https://sh.ke.com/chengjiao/107112102274.html","2025.03.08","130","38714","南","精装","低楼层(共6层)","1984","板楼","139","13"
"康平小区","1室0厅","35.35","https://sh.ke.com/chengjiao/107109881793.html","2025.03.08","141","39887","南","简装","中楼层(共6层)","1987","板楼","149","280"
"临汾花园","2室2厅","79.23","https://sh.ke.com/chengjiao/107112230892.html","2025.03.08","","","南","其他","高楼层(共6层)","1997","板楼","N/A","N/A"
